Start Time,End Time,Open,High,Low,Close,Vol,Vol-Avg,Range,POC,VA High,VA Low,VA Range,TPO T,TPO AB,TPO BL,SF,TFF,RF,VTY,Dist(s),Bracket UL,Bracket UO,Bracket UQ,Bracket MID,Bracket LQ,Bracket LO,Bracket LL,Q1 TPO,Q2 TPO,Q3 TPO,Q4 TPO,Datetime,ULBreakoutPL,ULBreakout
2007.08.24 00:00,2007.08.30 23:30,1.35627,1.3685200000000002,1.3549200000000001,1.36225,4294733,858947,136.0,1.3655,1.368,1.3614,66.0,1937,487,1396,0.35,5.61,-21,14.2,1.0,1.3684,1.36673,1.36505,1.3617,1.35835,1.3566799999999999,1.355,644,714,330,246,2007-08-30 23:30:00,33.49999999999964,1
2007.08.30 00:00,2007.09.05 23:30,1.36727,1.37191,1.3548,1.36438,4289128,857826,171.1,1.3617,1.3668,1.3604,64.0,1938,1201,680,1.77,4.51,3,14.3,1.0,1.3708,1.3688799999999999,1.36695,1.3631,1.35925,1.35732,1.3554,139,749,766,268,2007-09-05 23:30:00,-38.49999999999909,2
2007.08.31 00:00,2007.09.06 23:30,1.36237,1.37191,1.3548,1.3689200000000001,4285379,857076,171.1,1.3645,1.367,1.3602,68.0,1911,675,1184,0.57,4.44,30,14.0,1.0,1.371,1.36905,1.3671,1.3632,1.3593,1.35735,1.3554,194,770,669,264,2007-09-06 23:30:00,39.00000000000014,1
2007.09.21 00:00,2007.09.27 23:30,1.40629,1.4189200000000002,1.40394,1.41489,4352476,870495,149.8,1.4075,1.4136,1.4062,74.0,1964,1602,301,5.32,5.17,21,14.5,1.0,1.418,1.4163,1.4146,1.4112,1.4078,1.4061,1.4044,234,731,576,411,2007-09-27 23:30:00,33.99999999999847,1
2007.10.04 00:00,2007.10.10 23:30,1.4088200000000002,1.41715,1.40093,1.41442,4274477,854895,162.2,1.4133,1.4148,1.408,68.0,2040,432,1533,0.28,4.98,2,15.1,1.0,1.417,1.415,1.413,1.409,1.405,1.403,1.401,574,798,345,320,2007-10-10 23:30:00,40.000000000000036,1
2007.10.08 00:00,2007.10.12 23:30,1.4134,1.42402,1.40093,1.41763,4281559,856312,230.9,1.4139,1.4224,1.4098,126.0,2104,1041,1019,1.02,3.6,-7,15.6,1.0,1.4238,1.42095,1.4181,1.4124,1.4067,1.40385,1.401,508,775,445,371,2007-10-12 23:30:00,-57.000000000000384,2
2007.10.11 00:00,2007.10.17 23:30,1.4142700000000001,1.42429,1.4131799999999999,1.42042,4372392,874478,111.1,1.4175,1.4206,1.4158,48.0,2173,1327,761,1.74,7.62,25,16.1,1.0,1.4242,1.4228299999999998,1.42145,1.4187,1.41595,1.41457,1.4132,247,734,983,206,2007-10-17 23:30:00,27.49999999999808,1
2007.10.15 00:00,2007.10.19 23:30,1.41745,1.43179,1.4139700000000002,1.42985,4365504,873101,178.2,1.4169,1.4254,1.4148,106.0,2098,1731,311,5.57,4.66,47,15.5,1.0,1.4312,1.42908,1.42695,1.4227,1.41845,1.4163299999999999,1.4142,507,292,638,653,2007-10-19 23:30:00,-42.50000000000087,2
2007.10.18 00:00,2007.10.24 23:30,1.42045,1.4350100000000001,1.41231,1.42648,4314125,862825,227.0,1.4255,1.429,1.4174,116.0,2264,998,1209,0.83,3.94,47,17.1,1.0,1.4342,1.43147,1.42875,1.4233,1.41785,1.41513,1.4124,543,894,608,212,2007-10-24 23:30:00,-54.499999999999545,2
2007.10.19 00:00,2007.10.25 23:30,1.4291200000000002,1.4350100000000001,1.41231,1.43218,4310429,862086,227.0,1.4255,1.4328,1.4222,106.0,2262,1175,1022,1.15,3.93,25,17.0,1.0,1.4344,1.43165,1.4289,1.4234,1.4179,1.41515,1.4124,618,934,492,212,2007-10-25 23:30:00,54.99999999999838,1
2007.10.22 00:00,2007.10.26 23:30,1.4303700000000001,1.43953,1.41231,1.43908,4308598,861720,272.2,1.4257,1.4312,1.4136,176.0,2231,1113,1062,1.05,3.26,45,16.7,1.0,1.4394,1.43603,1.43265,1.4259,1.41915,1.4157799999999998,1.4124,389,722,802,315,2007-10-26 23:30:00,67.50000000000034,1
2007.10.30 00:00,2007.11.05 23:30,1.44233,1.4527299999999999,1.43717,1.4467700000000001,4337442,867488,155.6,1.4469,1.4484,1.4416,68.0,2234,662,1507,0.44,5.66,10,16.7,1.0,1.4526,1.4507700000000001,1.44895,1.4453,1.44165,1.43982,1.438,271,837,823,293,2007-11-05 23:30:00,36.49999999999931,1
2007.10.31 00:00,2007.11.06 23:30,1.4430399999999999,1.45706,1.43995,1.4553200000000002,4337265,867453,171.1,1.4471,1.4488,1.4422,66.0,2237,959,1201,0.8,5.14,20,16.6,1.0,1.4566,1.4545700000000001,1.45255,1.4485,1.44445,1.4424299999999999,1.4404,197,426,1017,589,2007-11-06 23:30:00,40.49999999999887,1
2007.12.19 00:00,2007.12.25 23:30,1.44107,1.44235,1.4307299999999998,1.43974,4309899,861980,116.2,1.4395,1.4408,1.4354,54.0,1922,409,1436,0.28,6.52,27,14.0,1.0,1.4424,1.44097,1.43955,1.4367,1.43385,1.4324299999999999,1.431,485,818,408,208,2007-12-25 23:30:00,28.49999999999797,1
2007.12.28 00:00,2008.01.03 23:30,1.46225,1.47807,1.45651,1.47489,4275459,855092,215.6,1.4715,1.4764,1.462,144.0,2249,619,1564,0.4,4.13,43,16.9,1.0,1.4768,1.47432,1.47185,1.4669,1.46195,1.4594799999999999,1.457,565,719,316,637,2008-01-03 23:30:00,49.499999999997875,1
2008.01.03 00:00,2008.01.09 23:30,1.47106,1.48241,1.46357,1.4655799999999999,4338285,867657,188.4,1.4711,1.4742,1.4682,60.0,2364,1231,1026,1.2,4.93,-11,17.8,1.0,1.4812,1.47908,1.47695,1.4727,1.46845,1.46632,1.4642,122,579,1327,319,2008-01-09 23:30:00,-42.50000000000087,2
2008.01.04 00:00,2008.01.10 23:30,1.47482,1.48241,1.46357,1.4802,4342182,868436,188.4,1.4713,1.4746,1.467,76.0,2258,964,1211,0.8,4.7,-13,17.0,1.0,1.4814,1.4792,1.477,1.4726,1.4682,1.466,1.4638,200,454,1120,472,2008-01-10 23:30:00,-43.999999999999595,2
2008.01.17 00:00,2008.01.23 23:30,1.4650100000000001,1.47141,1.43621,1.46285,4278408,855682,352.0,1.4633,1.4686,1.453,156.0,3249,914,2267,0.4,3.67,-44,25.3,1.0,1.4704,1.46642,1.46245,1.4545,1.44655,1.44258,1.4386,1192,1050,543,436,2008-01-23 23:30:00,79.499999999999,1
2008.01.21 00:00,2008.01.25 23:30,1.4602899999999999,1.47779,1.43621,1.46807,4286374,857275,415.8,1.4613,1.4712,1.4468,244.0,3138,1320,1765,0.75,3.02,-24,24.3,1.0,1.4774,1.47255,1.4677,1.458,1.4483,1.44345,1.4386,678,1048,836,556,2008-01-25 23:30:00,97.00000000000041,1
2008.01.23 00:00,2008.01.29 23:30,1.4627299999999999,1.47977,1.45072,1.4774399999999999,4360145,872029,290.5,1.4769,1.47977,1.4632,165.7,2711,352,2305,0.15,3.71,25,20.5,1.0,1.4798,1.47638,1.47295,1.4661,1.45925,1.4558200000000001,1.4524,968,783,608,337,2008-01-29 23:30:00,68.50000000000023,1
2008.01.25 00:00,2008.01.31 23:30,1.47527,1.49137,1.46567,1.48573,4369413,873883,257.0,1.4769,1.4818,1.4668,150.0,2598,1358,1166,1.16,4.03,33,19.7,1.0,1.4908,1.48767,1.48455,1.4783,1.47205,1.4689299999999998,1.4658,448,564,1021,561,2008-01-31 23:30:00,-62.499999999998664,2
2008.02.07 00:00,2008.02.13 23:30,1.46294,1.4651299999999998,1.44366,1.45707,4305350,861070,214.7,1.4517,1.4574,1.4472,102.0,2530,1515,960,1.58,4.69,8,19.3,1.0,1.4642,1.46175,1.4593,1.4544,1.4495,1.44705,1.4446,331,766,920,503,2008-02-13 23:30:00,48.99999999999904,1
2008.02.08 00:00,2008.02.14 23:30,1.44823,1.46475,1.4446700000000001,1.46407,4310194,862039,200.8,1.4571,1.4592,1.4494,98.0,2405,714,1639,0.44,4.76,33,18.3,1.0,1.4644,1.4620799999999998,1.45975,1.4551,1.45045,1.44812,1.4458,309,826,739,518,2008-02-14 23:30:00,46.49999999999821,1
2008.02.12 00:00,2008.02.18 23:30,1.4516200000000001,1.47084,1.44923,1.46557,4371583,874317,216.1,1.4571,1.4658,1.453,128.0,2259,1555,651,2.39,4.14,11,17.0,1.0,1.4698,1.46723,1.46465,1.4595,1.45435,1.4517799999999998,1.4492,570,603,762,318,2008-02-18 23:30:00,51.49999999999988,1
2008.02.14 00:00,2008.02.20 23:30,1.4572,1.4756,1.4545700000000001,1.47128,4363261,872652,210.3,1.4655,1.4714,1.461,104.0,2296,1272,976,1.3,4.33,-6,17.2,1.0,1.4754,1.4728,1.4702,1.465,1.4598,1.4572,1.4546,583,822,702,186,2008-02-20 23:30:00,-52.00000000000093,2
2008.02.27 00:00,2008.03.04 23:30,1.49702,1.52734,1.49676,1.52139,4289768,857954,305.8,1.5193,1.525,1.5116,134.0,2855,951,1813,0.52,3.71,37,21.6,1.0,1.525,1.5216,1.5182,1.5114,1.5046,1.5012,1.4978,1372,651,466,336,2008-03-04 23:30:00,67.99999999999918,1
2008.02.28 00:00,2008.03.05 23:30,1.51175,1.53015,1.50706,1.52634,4299599,859920,230.9,1.5193,1.5226,1.5168,58.0,2720,1296,1310,0.99,4.69,29,20.8,1.0,1.5292,1.52652,1.52385,1.5185,1.51315,1.5104799999999998,1.5078,210,1540,648,313,2008-03-05 23:30:00,53.49999999999966,1
2008.02.29 00:00,2008.03.06 23:30,1.51926,1.53934,1.51417,1.53783,4301628,860326,251.7,1.5193,1.5236,1.516,76.0,2719,1721,897,1.92,4.28,31,20.8,1.0,1.5382,1.53525,1.5323,1.5264,1.5205,1.51755,1.5146,282,344,669,1407,2008-03-06 23:30:00,59.00000000000016,1
2008.03.07 00:00,2008.03.13 23:30,1.53796,1.56433,1.5281200000000001,1.5633299999999999,4327048,865410,362.1,1.5351,1.5486,1.5306,180.0,3026,2327,635,3.66,3.33,41,23.4,1.0,1.5624,1.55825,1.5541,1.5458,1.5375,1.53335,1.5292,644,390,789,1181,2008-03-13 23:30:00,-82.99999999999973,2
2008.03.10 00:00,2008.03.14 23:30,1.53607,1.56869,1.5281200000000001,1.56714,4321025,864205,405.7,1.5361,1.5572,1.5292,280.0,3157,2397,710,3.38,3.1,24,24.5,1.0,1.5676,1.5628,1.558,1.5484,1.5388,1.534,1.5292,799,779,411,1150,2008-03-14 23:30:00,96.00000000000053,1
2008.04.02 00:00,2008.04.08 23:30,1.5611700000000002,1.5798299999999998,1.55073,1.5711,4310650,862130,291.0,1.5707,1.574,1.562,120.0,2997,876,2056,0.43,4.08,-24,23.1,1.0,1.579,1.57575,1.5725,1.566,1.5595,1.55625,1.553,510,1373,812,273,2008-04-08 23:30:00,64.9999999999995,1
2008.04.09 00:00,2008.04.15 23:30,1.571,1.59143,1.56684,1.57876,4375271,875054,245.9,1.5825,1.5858,1.5744,114.0,2997,983,1925,0.51,4.83,19,23.1,1.0,1.5898,1.58705,1.5843,1.5788,1.5733,1.57055,1.5678,434,1371,629,544,2008-04-15 23:30:00,55.000000000000604,1
2008.04.15 00:00,2008.04.21 23:30,1.5827799999999999,1.59826,1.57092,1.59086,4329005,865801,273.4,1.5935,1.5964,1.5818,146.0,3082,520,2514,0.21,4.47,25,23.7,1.0,1.5978,1.59453,1.59125,1.5847,1.57815,1.5748799999999998,1.5716,938,818,1021,295,2008-04-21 23:30:00,-65.50000000000055,2
2008.05.05 00:00,2008.05.09 23:30,1.5427,1.55945,1.52825,1.54811,4283694,856739,312.0,1.5461,1.5538,1.54,138.0,2697,1187,1451,0.82,3.44,38,20.5,1.0,1.5564,1.55298,1.54955,1.5427,1.53585,1.5324200000000001,1.529,617,1047,662,341,2008-05-09 23:30:00,-68.50000000000023,2
2008.05.09 00:00,2008.05.15 23:30,1.5395299999999998,1.5569899999999999,1.53627,1.5444799999999999,4362277,872455,207.2,1.5461,1.5502,1.5414,88.0,2806,1445,1273,1.14,5.4,28,21.5,1.0,1.5566,1.55423,1.55185,1.5471,1.54235,1.53998,1.5376,386,753,1298,356,2008-05-15 23:30:00,47.50000000000032,1
2008.05.12 00:00,2008.05.16 23:30,1.54831,1.56019,1.53627,1.55748,4362412,872482,239.2,1.5465,1.5518,1.5432,86.0,2873,1644,1142,1.44,4.79,37,22.0,1.0,1.5596,1.55685,1.5541,1.5486,1.5431,1.54035,1.5376,271,752,1575,262,2008-05-16 23:30:00,-55.000000000000604,2
2008.05.14 00:00,2008.05.20 23:30,1.54734,1.56796,1.53925,1.5643799999999999,4323095,864619,287.1,1.5465,1.5568,1.5412,156.0,2782,2051,667,3.07,3.86,43,21.2,1.0,1.5678,1.5644200000000001,1.56105,1.5543,1.54755,1.5441799999999999,1.5408,351,586,908,925,2008-05-20 23:30:00,67.50000000000034,1
2008.05.30 00:00,2008.06.05 23:30,1.55179,1.56275,1.53633,1.55923,4357466,871493,264.2,1.5451,1.5544,1.5414,130.0,2733,1859,817,2.28,4.11,19,20.9,1.0,1.5612,1.55823,1.55525,1.5493,1.54335,1.5403799999999999,1.5374,411,999,905,396,2008-06-05 23:30:00,59.499999999999,1
2008.06.12 00:00,2008.06.18 23:30,1.55503,1.5568,1.53004,1.5532299999999999,4269820,853964,267.6,1.5479,1.5532,1.5406,126.0,2836,1108,1681,0.66,4.23,-12,21.7,1.0,1.5566,1.55335,1.5501,1.5436,1.5371,1.53385,1.5306,666,1016,850,297,2008-06-18 23:30:00,-64.9999999999995,2
2008.06.13 00:00,2008.06.19 23:30,1.54356,1.55863,1.53004,1.55031,4268948,853790,285.9,1.5491,1.554,1.5404,136.0,2767,1122,1578,0.71,3.84,12,21.1,1.0,1.558,1.5545799999999999,1.55115,1.5443,1.53745,1.53403,1.5306,633,1281,515,329,2008-06-19 23:30:00,68.50000000000023,1
2008.09.15 00:00,2008.09.19 23:30,1.4225299999999999,1.45404,1.40699,1.44646,4262298,852460,470.5,1.4199,1.4336,1.4114,222.0,5167,3609,1487,2.43,4.36,-5,40.6,1.0,1.451,1.44563,1.44025,1.4295,1.41875,1.41337,1.408,658,1293,2029,1158,2008-09-19 23:30:00,107.50000000000037,1
2008.10.23 00:00,2008.10.29 23:30,1.28495,1.30016,1.2329,1.29567,4265805,853161,672.6,1.2821,1.2894,1.2524,370.0,6104,1208,4848,0.25,3.62,-19,49.3,1.0,1.2978,1.28978,1.28175,1.2657,1.24965,1.2416200000000002,1.2336,1315,1965,1718,1081,2008-10-29 23:30:00,160.5000000000012,1
2008.11.17 00:00,2008.11.21 23:30,1.2529700000000001,1.2814,1.2423,1.25855,3035804,607161,391.0,1.2619,1.2652,1.2506,146.0,4165,1386,2715,0.51,4.25,27,32.7,1.0,1.2766,1.2724,1.2682,1.2598,1.2514,1.2472,1.243,313,1497,1641,666,2008-11-21 23:30:00,83.99999999999963,1
2008.11.18 00:00,2008.11.24 23:30,1.26485,1.2955,1.2423,1.2954,3296464,659293,532.0,1.2619,1.2656,1.2496,160.0,4236,1618,2537,0.64,3.17,45,33.4,1.0,1.2926,1.2864,1.2802,1.2678,1.2554,1.2492,1.243,352,352,2169,1341,2008-11-24 23:30:00,123.99999999999966,1
2008.12.01 00:00,2008.12.05 23:30,1.27093,1.28475,1.2549,1.2719799999999999,3858214,771643,298.5,1.2635,1.2718,1.261,108.0,3805,2856,878,3.25,5.07,-6,29.8,1.0,1.2832,1.27983,1.27645,1.2697,1.26295,1.25957,1.2562,362,947,1774,702,2008-12-05 23:30:00,67.49999999999811,1
2008.12.02 00:00,2008.12.08 23:30,1.26095,1.29675,1.2549,1.29615,3920621,784124,418.5,1.2709,1.2764,1.26,164.0,3690,1644,1987,0.83,3.51,7,28.8,1.0,1.296,1.29103,1.28605,1.2761,1.26615,1.2611700000000001,1.2562,415,583,1623,1055,2008-12-08 23:30:00,-99.50000000000125,2
2008.12.03 00:00,2008.12.09 23:30,1.27125,1.30005,1.2549,1.29255,4120265,824053,451.5,1.2707,1.2856,1.2606,250.0,3640,2260,1324,1.71,3.21,8,28.4,1.0,1.2968,1.292,1.2872,1.2776,1.268,1.2632,1.2584,797,686,1178,927,2008-12-09 23:30:00,96.00000000000053,1
2008.12.04 00:00,2008.12.10 23:30,1.27155,1.307,1.2549,1.3021,4298033,859607,521.0,1.2927,1.2992,1.271,282.0,3642,847,2739,0.31,2.79,11,28.4,1.0,1.3052,1.29935,1.2935,1.2818,1.2701,1.26425,1.2584,738,1180,973,717,2008-12-10 23:30:00,116.99999999999821,1
2008.12.22 00:00,2008.12.26 23:30,1.39315,1.41245,1.39025,1.40182,1920360,384072,222.0,1.3999,1.4022,1.3934,88.0,2861,1213,1572,0.77,5.11,25,21.9,1.0,1.4116,1.40897,1.40635,1.4011,1.39585,1.39323,1.3906,303,580,1459,509,2008-12-26 23:30:00,52.499999999999766,1
2009.01.20 00:00,2009.01.26 23:30,1.3066,1.3207,1.27675,1.31875,3129535,625907,439.5,1.2937,1.3028,1.2876,152.0,4679,2757,1861,1.48,4.23,-17,37.1,1.0,1.3204,1.31503,1.30965,1.2989,1.28815,1.28278,1.2774,340,1175,2408,745,2009-01-26 23:30:00,107.50000000000037,1
2009.02.02 00:00,2009.02.06 23:30,1.27672,1.30705,1.27055,1.2938,3397059,679412,365.0,1.2847,1.2896,1.2732,164.0,3965,1959,1932,1.01,4.31,-2,31.2,1.0,1.3056,1.3012299999999999,1.29685,1.2881,1.27935,1.2749700000000002,1.2706,580,604,2027,744,2009-02-06 23:30:00,-87.50000000000036,2
2009.02.16 00:00,2009.02.20 23:30,1.27793,1.2879,1.25125,1.2825,3252522,650504,366.5,1.2591,1.2724,1.2532,192.0,3281,2512,710,3.54,3.57,-16,25.4,1.0,1.2854,1.2812299999999999,1.27705,1.2687,1.26035,1.2561799999999999,1.252,540,579,1138,998,2009-02-20 23:30:00,83.5000000000008,1
2009.02.27 00:00,2009.03.05 23:30,1.27435,1.275,1.2456,1.25385,4013596,802719,294.0,1.2583,1.2662,1.2538,124.0,3248,1875,1313,1.43,4.42,-32,25.4,1.0,1.2746,1.2711,1.2676,1.2606,1.2536,1.2501,1.2466,418,935,1478,406,2009-03-05 23:30:00,-69.99999999999895,2
2009.03.03 00:00,2009.03.09 23:30,1.2577,1.27505,1.2456,1.2611,4345080,869016,294.5,1.2561,1.2664,1.2536,128.0,3187,2303,834,2.76,4.31,2,24.7,1.0,1.2738,1.2704,1.267,1.2602,1.2534,1.25,1.2466,439,1194,1147,387,2009-03-09 23:30:00,68.00000000000139,1
2009.03.09 00:00,2009.03.13 23:30,1.26488,1.2957,1.25555,1.2928,5047873,1009575,401.5,1.2911,1.2936,1.2682,254.0,3496,252,3204,0.08,3.46,27,27.1,1.0,1.2946,1.2899,1.2852,1.2758,1.2664,1.2617,1.257,762,999,941,771,2009-03-13 23:30:00,94.00000000000074,1
2009.03.11 00:00,2009.03.17 23:30,1.26815,1.3071,1.2616,1.3016,4819644,963929,455.0,1.2901,1.3038,1.28,238.0,3458,1543,1863,0.83,3.03,28,27.0,1.0,1.306,1.30063,1.29525,1.2845,1.27375,1.2683799999999998,1.263,996,1095,924,428,2009-03-17 23:30:00,107.50000000000037,1
2009.03.30 00:00,2009.04.03 23:30,1.32282,1.3517,1.3116,1.34835,3426868,685374,401.0,1.3255,1.3362,1.3126,236.0,3367,1829,1485,1.23,3.35,30,26.1,1.0,1.3498,1.34503,1.34025,1.3307,1.32115,1.3163799999999999,1.3116,872,278,1455,751,2009-04-03 23:30:00,-95.50000000000169,2
2009.04.23 00:00,2009.04.29 23:30,1.30045,1.3339,1.29635,1.3269799999999998,2630086,526017,375.5,1.3017,1.32,1.2984,216.0,2974,2523,402,6.28,3.15,21,22.9,1.0,1.3338,1.32935,1.3249,1.316,1.3071,1.30265,1.2982,507,703,801,949,2009-04-29 23:30:00,-89.0000000000013,2
2009.05.01 00:00,2009.05.07 23:30,1.32285,1.347,1.3212,1.3388,2051800,410360,258.0,1.3313,1.3366,1.3248,118.0,3050,1493,1483,1.01,4.69,37,23.5,1.0,1.3438,1.34103,1.33825,1.3327,1.32715,1.32438,1.3216,501,740,1239,550,2009-05-07 23:30:00,55.500000000001656,1
2009.05.13 00:00,2009.05.19 23:30,1.3647,1.3722,1.3423,1.3629,2467347,493469,299.0,1.3559,1.3658,1.3522,136.0,2876,1878,952,1.97,3.83,25,22.1,1.0,1.3716,1.36795,1.3643,1.357,1.3497,1.34605,1.3424,438,1242,749,440,2009-05-19 23:30:00,72.99999999999862,1
2009.05.22 00:00,2009.05.28 23:30,1.3889,1.405,1.3793,1.3941,3439069,687814,257.0,1.3991,1.4016,1.3908,108.0,2955,579,2327,0.25,4.58,12,22.8,1.0,1.4048,1.40183,1.39885,1.3929,1.38695,1.3839700000000001,1.381,672,1250,704,309,2009-05-28 23:30:00,59.500000000001215,1
2009.06.16 00:00,2009.06.22 23:30,1.38005,1.4012,1.37484,1.38645,1490160,298032,263.6,1.3911,1.396,1.3848,112.0,2763,1032,1677,0.62,4.19,-12,21.2,1.0,1.3992,1.3963,1.3934,1.3876,1.3818,1.3789,1.376,664,979,908,187,2009-06-22 23:30:00,58.00000000000027,1
2009.06.24 00:00,2009.06.30 23:30,1.4077,1.4138,1.38875,1.40977,2616649,523330,250.5,1.4071,1.4116,1.397,146.0,2034,545,1408,0.39,3.23,4,14.8,1.0,1.4124,1.4094799999999998,1.40655,1.4007,1.39485,1.39193,1.389,746,470,436,367,2009-06-30 23:30:00,58.50000000000133,1
2009.07.08 00:00,2009.07.14 23:30,1.39231,1.4072200000000001,1.38294,1.39652,404956,80991,242.8,1.3975,1.3992,1.39,92.0,2990,750,2175,0.34,4.86,-4,23.1,1.0,1.406,1.40315,1.4003,1.3946,1.3889,1.38605,1.3832,241,1267,1156,310,2009-07-14 23:30:00,56.99999999999816,1
2009.07.09 00:00,2009.07.15 23:30,1.3884299999999998,1.41335,1.3854799999999998,1.4104700000000001,404106,80821,278.7,1.3975,1.4,1.39,100.0,2917,1234,1607,0.77,4.17,14,22.4,1.0,1.413,1.4096,1.4062,1.3994,1.3926,1.3892,1.3858,285,471,1666,490,2009-07-15 23:30:00,-68.00000000000139,2
2009.07.16 00:00,2009.07.22 23:30,1.41057,1.4276,1.40536,1.42174,405090,81018,222.4,1.4219,1.4244,1.4118,126.0,2728,450,2219,0.2,4.87,38,20.8,1.0,1.4258,1.42327,1.42075,1.4157,1.41065,1.4081299999999999,1.4056,812,708,644,544,2009-07-22 23:30:00,-50.499999999999986,2
2009.07.20 00:00,2009.07.24 23:30,1.40953,1.42908,1.40904,1.42006,405546,81109,200.4,1.4211,1.424,1.4182,58.0,2701,1227,1379,0.89,5.35,36,20.6,1.0,1.4276,1.42562,1.42365,1.4197,1.41575,1.41378,1.4118,307,1482,670,202,2009-07-24 23:30:00,-39.49999999999898,2
2009.07.21 00:00,2009.07.27 23:30,1.42293,1.42967,1.41181,1.42298,405943,81189,178.6,1.4211,1.424,1.4182,58.0,2669,1394,1178,1.18,5.93,21,20.4,1.0,1.4294,1.4273799999999999,1.42535,1.4213,1.41725,1.4152200000000001,1.4132,241,1151,1035,231,2009-07-27 23:30:00,-40.50000000000109,2
2009.07.27 00:00,2009.07.31 23:30,1.42057,1.43028,1.4004299999999998,1.42555,405199,81040,298.5,1.4235,1.4288,1.4094,194.0,2811,613,2163,0.28,3.75,8,21.5,1.0,1.4298,1.42612,1.42245,1.4151,1.40775,1.40408,1.4004,800,690,656,660,2009-07-31 23:30:00,-73.49999999999967,2
2009.08.14 00:00,2009.08.20 23:30,1.42867,1.43058,1.4044,1.42509,396250,79250,261.8,1.4229,1.4298,1.4116,182.0,2506,712,1747,0.41,3.83,-14,19.8,1.0,1.4304,1.42717,1.42395,1.4175,1.41105,1.40783,1.4046,554,673,660,616,2009-08-20 23:30:00,64.49999999999845,1
2009.08.21 00:00,2009.08.27 23:30,1.42519,1.44054,1.42026,1.4338899999999999,409699,81940,202.8,1.4293,1.4346,1.4254,92.0,2571,1300,1201,1.08,5.04,-14,19.5,1.0,1.438,1.43585,1.4337,1.4294,1.4251,1.42295,1.4208,288,996,724,537,2009-08-27 23:30:00,-42.9999999999997,2
2009.09.01 00:00,2009.09.07 23:30,1.43305,1.4378,1.41741,1.43305,407079,81416,203.9,1.4333,1.4352,1.424,112.0,2393,333,2004,0.17,4.69,47,18.1,1.0,1.4374,1.43508,1.43275,1.4281,1.42345,1.42113,1.4188,512,587,715,569,2009-09-07 23:30:00,46.500000000000426,1
2009.09.10 00:00,2009.09.16 23:30,1.45555,1.47353,1.45007,1.47079,405088,81018,234.6,1.4579,1.4628,1.453,98.0,2728,1792,877,2.04,4.62,9,20.8,1.0,1.4732,1.47045,1.4677,1.4622,1.4567,1.45395,1.4512,326,465,1302,625,2009-09-16 23:30:00,-55.000000000000604,2
2009.09.15 00:00,2009.09.21 23:30,1.46181,1.47654,1.45597,1.46763,405472,81094,205.7,1.4707,1.474,1.4654,86.0,2612,789,1758,0.45,5.02,-3,19.9,1.0,1.4754,1.4731,1.4708,1.4662,1.4616,1.4593,1.457,783,1030,478,303,2009-09-21 23:30:00,45.999999999999375,1
2009.09.29 00:00,2009.10.05 23:30,1.4620600000000001,1.46728,1.44792,1.4648,404187,80837,193.6,1.4625,1.4646,1.455,96.0,2779,683,2018,0.34,5.67,1,21.2,1.0,1.4672,1.4651,1.463,1.4588,1.4546,1.4525,1.4504,558,984,699,522,2009-10-05 23:30:00,41.999999999999815,1
2009.10.01 00:00,2009.10.07 23:30,1.46404,1.47612,1.44792,1.4688700000000001,405688,81138,282.0,1.4537,1.4692,1.4524,168.0,2683,2354,269,8.75,3.78,-16,20.4,1.0,1.4756,1.47245,1.4693,1.463,1.4567,1.45355,1.4504,691,643,689,643,2009-10-07 23:30:00,-62.99999999999972,2
2009.10.05 00:00,2009.10.09 23:30,1.45773,1.4816,1.4577200000000001,1.4729,406732,81346,238.8,1.4719,1.4782,1.4674,108.0,2609,1136,1408,0.81,4.35,23,19.8,1.0,1.4808,1.4779200000000001,1.47505,1.4693,1.46355,1.4606700000000001,1.4578,514,1207,542,337,2009-10-09 23:30:00,57.49999999999922,1
2009.10.06 00:00,2009.10.12 23:30,1.4645700000000001,1.4816,1.4643,1.47709,406276,81255,173.0,1.4721,1.4766,1.4684,82.0,2581,1353,1153,1.17,5.93,21,19.7,1.0,1.4814,1.47925,1.4771,1.4728,1.4685,1.46635,1.4642,404,818,1083,275,2009-10-12 23:30:00,42.9999999999997,1
2009.10.07 00:00,2009.10.13 23:30,1.472,1.48756,1.4648,1.4851299999999998,407254,81451,227.6,1.4773,1.4794,1.4694,100.0,2605,787,1761,0.45,4.57,23,19.9,1.0,1.4868,1.4841799999999998,1.48155,1.4763,1.47105,1.46842,1.4658,236,823,880,653,2009-10-13 23:30:00,52.499999999999766,1
2009.10.08 00:00,2009.10.14 23:30,1.4689299999999998,1.49443,1.4672100000000001,1.49268,406653,81331,272.2,1.4773,1.4816,1.4684,132.0,2605,1295,1248,1.04,3.8,42,19.9,1.0,1.4926,1.48945,1.4863,1.48,1.4737,1.47055,1.4674,444,393,1090,666,2009-10-14 23:30:00,-62.99999999999972,2
2009.10.09 00:00,2009.10.15 23:30,1.4792299999999998,1.4968700000000001,1.4672100000000001,1.4947,407929,81586,296.6,1.4773,1.4888,1.4688,200.0,2600,1665,899,1.85,3.49,44,19.9,1.0,1.496,1.49242,1.48885,1.4817,1.47455,1.47098,1.4674,717,555,679,640,2009-10-15 23:30:00,-71.4999999999999,2
