Start Time,End Time,Open,High,Low,Close,Vol,Vol-Avg,Range,POC,VA High,VA Low,VA Range,TPO T,TPO AB,TPO BL,SF,TFF,RF,VTY,Dist(s),Bracket UL,Bracket UO,Bracket UQ,Bracket MID,Bracket LQ,Bracket LO,Bracket LL,Q1 TPO,Q2 TPO,Q3 TPO,Q4 TPO,Datetime,ULBreakoutPL,ULBreakout
2005.08.19 00:00,2005.08.25 23:30,1.21692,1.2325,1.21246,1.2299,6676927,1335385,200.4,1.2227,1.2244,1.2146,98.0,2041,756,1230,0.61,4.04,9,15.1,1.0,1.232,1.22958,1.22715,1.2223,1.21745,1.2150299999999998,1.2126,388,515,682,451,2005-08-25 23:30:00,-48.500000000000206,2
2005.08.22 00:00,2005.08.26 23:30,1.21548,1.2339,1.21517,1.2287700000000001,6689828,1337966,187.3,1.2227,1.2308,1.2194,114.0,2005,1143,807,1.42,4.22,11,14.8,1.0,1.2338,1.2315,1.2292,1.2246,1.22,1.2177,1.2154,555,368,721,358,2005-08-26 23:30:00,-45.999999999999375,2
2005.08.24 00:00,2005.08.30 23:30,1.22245,1.23448,1.2158,1.22145,6736289,1347258,186.8,1.2313,1.2342,1.2222,120.0,2053,290,1713,0.17,4.37,-23,15.1,1.0,1.2344,1.23212,1.22985,1.2253,1.22075,1.2184700000000002,1.2162,668,564,480,335,2005-08-30 23:30:00,45.499999999998316,1
2005.10.20 00:00,2005.10.26 23:30,1.19849,1.2135,1.19185,1.20665,6581933,1316387,216.5,1.1973,1.205,1.1924,126.0,2105,1367,685,2.0,3.86,-4,15.6,1.0,1.2118,1.20935,1.2069,1.202,1.1971,1.19465,1.1922,460,419,568,639,2005-10-26 23:30:00,48.99999999999904,1
2005.10.21 00:00,2005.10.27 23:30,1.2017,1.21709,1.19185,1.21395,6580869,1316174,252.4,1.2097,1.215,1.198,170.0,2149,516,1591,0.32,3.38,-18,16.0,1.0,1.2166,1.21355,1.2105,1.2044,1.1983,1.19525,1.1922,406,699,424,614,2005-10-27 23:30:00,-60.99999999999994,2
2005.11.11 00:00,2005.11.17 23:30,1.16821,1.17716,1.16404,1.17492,6554648,1310930,131.2,1.1689,1.1716,1.1664,52.0,1880,1067,726,1.47,5.7,-3,13.7,1.0,1.177,1.17543,1.17385,1.1707,1.16755,1.16598,1.1644,195,393,989,298,2005-11-17 23:30:00,-31.49999999999986,2
2005.11.14 00:00,2005.11.18 23:30,1.17198,1.17909,1.16404,1.17707,6553526,1310705,150.5,1.1687,1.1728,1.1664,64.0,1962,1228,655,1.87,5.16,-13,14.4,1.0,1.1772,1.1756,1.174,1.1708,1.1676,1.166,1.1644,337,477,768,365,2005-11-18 23:30:00,32.00000000000092,1
2005.11.16 00:00,2005.11.22 23:30,1.1717,1.18357,1.1641700000000001,1.1813200000000001,6504408,1300882,194.0,1.1725,1.1754,1.1668,86.0,1966,866,1043,0.83,4.01,5,14.4,1.0,1.1832,1.18085,1.1785,1.1738,1.1691,1.16675,1.1644,211,446,795,508,2005-11-22 23:30:00,-46.99999999999926,2
2005.11.21 00:00,2005.11.25 23:30,1.17705,1.18612,1.16865,1.17192,6512602,1302520,174.7,1.1813,1.1832,1.1744,88.0,1785,240,1488,0.16,4.06,-2,12.8,1.0,1.1842,1.1822700000000002,1.18035,1.1765,1.17265,1.1707299999999998,1.1688,489,640,355,289,2005-11-25 23:30:00,38.49999999999909,1
2005.12.05 00:00,2005.12.09 23:30,1.16995,1.1848,1.16865,1.1812200000000002,6518332,1303666,161.5,1.1773,1.1834,1.1742,92.0,1702,884,768,1.15,4.2,-1,12.2,1.0,1.1846,1.1826,1.1806,1.1766,1.1726,1.1706,1.1686,310,749,241,400,2005-12-09 23:30:00,40.000000000000036,1
2006.01.09 00:00,2006.01.13 23:30,1.21482,1.21612,1.20061,1.21397,6544255,1308851,155.1,1.2059,1.211,1.2026,84.0,1839,1287,492,2.62,4.72,-35,13.4,1.0,1.2156,1.21385,1.2121,1.2086,1.2051,1.20335,1.2016,452,238,833,307,2006-01-13 23:30:00,-35.00000000000058,2
2006.01.16 00:00,2006.01.20 23:30,1.21417,1.21727,1.2042700000000002,1.21337,6507301,1301460,130.0,1.2093,1.2122,1.207,52.0,1771,1018,691,1.47,5.37,17,12.8,1.0,1.2168,1.21533,1.21385,1.2109,1.20795,1.20648,1.205,180,511,745,327,2006-01-20 23:30:00,29.50000000000008,1
2006.02.13 00:00,2006.02.17 23:30,1.18974,1.19497,1.1849399999999999,1.19355,6484977,1296995,100.3,1.1883,1.1912,1.1874,38.0,1559,1081,408,2.65,6.11,5,11.0,1.0,1.1942,1.19307,1.19195,1.1897,1.18745,1.1863299999999999,1.1852,171,577,633,167,2006-02-17 23:30:00,22.499999999998632,1
2006.02.22 00:00,2006.02.28 23:30,1.1908299999999998,1.1967700000000001,1.18254,1.19202,6491738,1298348,142.3,1.1921,1.193,1.1858,72.0,1542,231,1256,0.18,4.28,-8,10.8,1.0,1.1966,1.1949,1.1932,1.1898,1.1864,1.1847,1.183,99,626,405,406,2006-02-28 23:30:00,-34.000000000000696,2
2006.02.23 00:00,2006.03.01 23:30,1.19084,1.19719,1.18254,1.19149,6496162,1299232,146.5,1.1921,1.1946,1.186,86.0,1575,452,1070,0.42,4.26,2,11.0,1.0,1.1968,1.19508,1.19335,1.1899,1.18645,1.1847299999999998,1.183,283,589,293,404,2006-03-01 23:30:00,34.50000000000175,1
2006.03.23 00:00,2006.03.29 23:30,1.2074,1.21046,1.19482,1.20212,6498022,1299604,156.4,1.2003,1.2068,1.1994,74.0,1548,1050,441,2.38,3.92,4,10.9,1.0,1.21,1.20815,1.2063,1.2026,1.1989,1.19705,1.1952,202,463,592,285,2006-03-29 23:30:00,37.00000000000036,1
2006.03.28 00:00,2006.04.03 23:30,1.2012200000000002,1.21736,1.19804,1.21348,6514117,1302823,193.2,1.2003,1.2112,1.1994,118.0,1793,1598,148,10.8,3.7,-1,13.0,1.0,1.2172,1.2149299999999998,1.21265,1.2081,1.20355,1.20128,1.199,314,482,491,494,2006-04-03 23:30:00,45.50000000000054,1
2006.04.18 00:00,2006.04.24 23:30,1.2244,1.24126,1.22233,1.23882,6529082,1305816,189.3,1.2347,1.2382,1.2302,80.0,1858,678,1116,0.61,3.87,-35,13.6,1.0,1.2408,1.23855,1.2363,1.2318,1.2273,1.22505,1.2228,360,836,435,220,2006-04-24 23:30:00,44.99999999999948,1
2006.04.19 00:00,2006.04.25 23:30,1.234,1.24376,1.2268299999999999,1.2426700000000002,6537288,1307458,169.3,1.2347,1.2388,1.2314,74.0,1836,1025,752,1.36,4.32,-33,13.4,1.0,1.2436,1.2416200000000002,1.23965,1.2357,1.23175,1.2297799999999999,1.2278,201,622,732,270,2006-04-25 23:30:00,39.5000000000012,1
2006.04.20 00:00,2006.04.26 23:30,1.23755,1.24691,1.2268299999999999,1.245,6528648,1305730,200.8,1.2373,1.243,1.2328,102.0,1795,823,936,0.88,3.55,-39,13.1,1.0,1.2464,1.2440799999999999,1.24175,1.2371,1.23245,1.23012,1.2278,310,576,557,337,2006-04-26 23:30:00,-46.500000000000426,2
2006.05.02 00:00,2006.05.08 23:30,1.25778,1.2783799999999998,1.2557399999999999,1.2706899999999999,7138038,1427608,226.4,1.2627,1.27,1.2558,142.0,1939,1266,621,2.04,3.4,8,14.2,1.0,1.2778,1.2750299999999999,1.27225,1.2667,1.26115,1.2583799999999998,1.2556,386,490,705,355,2006-05-08 23:30:00,-55.49999999999944,2
2006.05.05 00:00,2006.05.11 23:30,1.26854,1.28696,1.2661,1.28345,7187879,1437576,208.6,1.2691,1.277,1.2682,88.0,2025,1765,210,8.4,3.86,-6,14.9,1.0,1.2862,1.28373,1.28125,1.2763,1.27135,1.2688700000000002,1.2664,138,475,825,579,2006-05-11 23:30:00,49.5000000000001,1
2006.05.08 00:00,2006.05.12 23:30,1.2722200000000001,1.29528,1.2661,1.29225,7195538,1439108,291.8,1.2759,1.2822,1.2666,156.0,2180,1165,963,1.21,2.97,13,16.1,1.0,1.2932,1.28985,1.2865,1.2798,1.2731,1.26975,1.2664,377,362,842,586,2006-05-12 23:30:00,-66.99999999999928,2
2006.05.23 00:00,2006.05.29 23:30,1.2859399999999999,1.2884799999999998,1.26994,1.2745799999999998,9880503,1976101,185.4,1.2771,1.2826,1.2726,100.0,2075,1272,748,1.7,4.41,-1,15.4,1.0,1.2878,1.2857299999999998,1.28365,1.2795,1.27535,1.27328,1.2712,463,386,814,398,2006-05-29 23:30:00,-41.50000000000098,2
2006.05.24 00:00,2006.05.30 23:30,1.2810700000000002,1.29062,1.26994,1.28674,9876515,1975303,206.8,1.2751,1.282,1.2734,86.0,2112,1651,402,4.11,4.02,19,15.7,1.0,1.2892,1.28695,1.2847,1.2802,1.2757,1.27345,1.2712,315,380,855,539,2006-05-30 23:30:00,-44.99999999999948,2
2006.05.29 00:00,2006.06.02 23:30,1.27299,1.29367,1.27159,1.29131,9910893,1982179,220.8,1.2811,1.2888,1.2756,132.0,1960,1047,863,1.21,3.5,7,14.5,1.0,1.2936,1.2909,1.2882,1.2828,1.2774,1.2747,1.272,233,612,596,511,2006-06-02 23:30:00,-54.00000000000071,2
2006.06.14 00:00,2006.06.20 23:30,1.2526,1.26701,1.24987,1.25775,9859374,1971875,171.4,1.2569,1.2634,1.256,74.0,1845,1400,395,3.54,4.24,10,13.4,1.0,1.2668,1.2649700000000001,1.26315,1.2595,1.25585,1.2540200000000001,1.2522,347,582,691,198,2006-06-20 23:30:00,-36.49999999999931,2
2006.06.15 00:00,2006.06.21 23:30,1.25894,1.26763,1.25368,1.2655299999999998,9843387,1968677,139.5,1.2621,1.2646,1.2574,72.0,1671,608,1014,0.6,4.71,26,12.0,1.0,1.2674,1.2658200000000002,1.26425,1.2611,1.25795,1.2563799999999998,1.2548,239,605,458,357,2006-06-21 23:30:00,-31.49999999999986,2
2006.07.14 00:00,2006.07.20 23:30,1.26811,1.2696100000000001,1.2443899999999999,1.26245,9869618,1973924,252.2,1.2633,1.2694,1.2522,172.0,1791,458,1282,0.36,2.8,-39,12.9,1.0,1.2694,1.2665799999999998,1.26375,1.2581,1.25245,1.24963,1.2468,420,471,346,536,2006-07-20 23:30:00,-56.50000000000155,2
2006.07.17 00:00,2006.07.21 23:30,1.26433,1.26952,1.2443899999999999,1.26886,9882242,1976448,251.3,1.2633,1.2694,1.2522,172.0,1730,370,1307,0.28,2.72,-9,12.4,1.0,1.2696,1.26675,1.2639,1.2582,1.2525,1.24965,1.2468,305,524,350,536,2006-07-21 23:30:00,-57.000000000000384,2
2006.07.20 00:00,2006.07.26 23:30,1.25829,1.2715100000000001,1.2558,1.2712299999999999,9858768,1971754,157.1,1.2633,1.2664,1.2584,80.0,1605,708,839,0.84,4.06,41,11.4,1.0,1.271,1.2691700000000001,1.26735,1.2637,1.26005,1.2582200000000001,1.2564,218,438,605,333,2006-07-26 23:30:00,36.49999999999931,1
2006.07.21 00:00,2006.07.27 23:30,1.26201,1.27693,1.2558,1.26939,9857933,1971587,211.3,1.2629,1.2722,1.2608,114.0,1642,1066,535,1.99,3.1,41,11.7,1.0,1.276,1.27355,1.2711,1.2662,1.2613,1.25885,1.2564,294,352,677,305,2006-07-27 23:30:00,49.000000000001265,1
2006.07.24 00:00,2006.07.28 23:30,1.27003,1.27693,1.2558,1.2757100000000001,9844295,1968859,211.3,1.2631,1.2736,1.261,126.0,1690,1112,546,2.04,3.19,17,12.2,1.0,1.2768,1.27425,1.2717,1.2666,1.2615,1.25895,1.2564,378,424,560,321,2006-07-28 23:30:00,50.99999999999882,1
2006.08.03 00:00,2006.08.09 23:30,1.27796,1.29075,1.27391,1.28576,9858162,1971632,168.4,1.2879,1.2892,1.2796,96.0,1692,189,1456,0.13,3.98,-14,12.2,1.0,1.2906,1.2886,1.2866,1.2826,1.2786,1.2766,1.2746,414,481,496,295,2006-08-09 23:30:00,-40.000000000000036,2
2006.08.23 00:00,2006.08.29 23:30,1.27947,1.285,1.2726,1.28196,9871314,1974263,124.0,1.2763,1.281,1.2754,56.0,1627,1277,279,4.58,5.17,-25,11.5,1.0,1.2838,1.28263,1.28145,1.2791,1.27675,1.27557,1.2744,299,459,460,386,2006-08-29 23:30:00,-23.500000000000743,2
2006.08.24 00:00,2006.08.30 23:30,1.27775,1.2848600000000001,1.2726,1.2828600000000001,9878149,1975630,122.6,1.2763,1.282,1.275,70.0,1638,1292,279,4.63,5.2,-19,11.6,1.0,1.2844,1.28315,1.2819,1.2794,1.2769,1.27565,1.2744,469,349,361,438,2006-08-30 23:30:00,24.999999999999467,1
2006.08.28 00:00,2006.09.01 23:30,1.27511,1.28776,1.2748899999999999,1.2833,9914011,1982802,128.7,1.2829,1.2838,1.279,48.0,1691,372,1245,0.3,5.2,19,12.1,1.0,1.2862,1.28478,1.28335,1.2805,1.27765,1.2762200000000001,1.2748,286,787,425,177,2006-09-01 23:30:00,-28.500000000000192,2
2006.09.14 00:00,2006.09.20 23:30,1.26816,1.2750700000000001,1.26232,1.26805,10047626,2009525,127.5,1.2675,1.272,1.2662,58.0,1689,1037,586,1.77,5.2,17,12.2,1.0,1.2744,1.27292,1.27145,1.2685,1.26555,1.2640799999999999,1.2626,268,556,650,205,2006-09-20 23:30:00,-29.50000000000008,2
2006.09.26 00:00,2006.10.02 23:30,1.2739,1.2762,1.26387,1.27341,10050888,2010178,123.3,1.2697,1.2714,1.2664,50.0,1671,733,864,0.85,5.39,-23,11.9,1.0,1.276,1.27455,1.2731,1.2702,1.2673,1.26585,1.2644,256,351,848,210,2006-10-02 23:30:00,-29.000000000001247,2
2006.10.12 00:00,2006.10.18 23:30,1.2509,1.25763,1.24823,1.25298,10059761,2011952,94.0,1.2533,1.2554,1.2512,42.0,1615,735,808,0.91,6.73,26,11.5,1.0,1.2576,1.2564799999999998,1.25535,1.2531,1.25085,1.2497200000000002,1.2486,228,643,532,206,2006-10-18 23:30:00,22.500000000000853,1
2006.10.19 00:00,2006.10.25 23:30,1.2528,1.26397,1.2522799999999998,1.25995,10058026,2011605,116.9,1.2539,1.2608,1.253,78.0,1538,1334,144,9.26,5.21,4,10.8,1.0,1.264,1.26258,1.26115,1.2583,1.25545,1.2540200000000001,1.2526,387,278,375,494,2006-10-25 23:30:00,28.500000000000192,1
2006.11.02 00:00,2006.11.08 23:30,1.27528,1.28186,1.26825,1.27541,10058221,2011644,136.1,1.2773,1.281,1.273,80.0,1551,335,1132,0.3,4.5,16,10.9,1.0,1.2814,1.27978,1.27815,1.2749,1.27165,1.2700200000000001,1.2684,168,826,208,342,2006-11-08 23:30:00,32.50000000000197,1
2006.11.03 00:00,2006.11.09 23:30,1.27757,1.2846899999999999,1.26825,1.28252,10045465,2009093,164.4,1.2773,1.2814,1.2718,96.0,1580,500,1000,0.5,3.81,28,11.2,1.0,1.2838,1.28188,1.27995,1.2761,1.27225,1.2703200000000001,1.2684,160,712,292,408,2006-11-09 23:30:00,38.50000000000131,1
2006.11.15 00:00,2006.11.21 23:30,1.28067,1.28529,1.27586,1.2839399999999999,10022368,2004474,94.3,1.2809,1.284,1.28,40.0,1585,931,570,1.63,6.6,-26,11.2,1.0,1.285,1.28393,1.28285,1.2807,1.27855,1.27747,1.2764,281,806,338,151,2006-11-21 23:30:00,21.499999999998742,1
2006.12.25 00:00,2006.12.29 23:30,1.31199,1.32049,1.30865,1.3192,10153377,2030675,118.4,1.3127,1.3164,1.3114,50.0,1707,1071,551,1.94,5.69,25,12.3,1.0,1.3204,1.31893,1.31745,1.3145,1.31155,1.31007,1.3086,167,443,881,215,2006-12-29 23:30:00,29.50000000000008,1
2006.12.26 00:00,2007.01.01 23:30,1.31346,1.32095,1.30865,1.3193700000000002,10114944,2022989,123.0,1.3127,1.3182,1.3114,68.0,1506,1097,356,3.08,4.86,21,10.6,1.0,1.3204,1.31893,1.31745,1.3145,1.31155,1.31007,1.3086,346,440,558,158,2007-01-01 23:30:00,29.50000000000008,1
2007.01.12 00:00,2007.01.18 23:30,1.28915,1.29875,1.2866799999999998,1.29593,10015681,2003136,120.7,1.2931,1.2952,1.2908,44.0,1683,783,817,0.96,5.52,15,12.1,1.0,1.2982,1.2969,1.2956,1.293,1.2904,1.2891,1.2878,196,661,629,184,2007-01-18 23:30:00,-25.999999999999357,2
2007.01.16 00:00,2007.01.22 23:30,1.2934700000000001,1.29998,1.2897100000000001,1.29473,10023899,2004780,102.7,1.2961,1.297,1.2924,46.0,1667,403,1197,0.34,6.41,8,12.0,1.0,1.3,1.2987799999999998,1.29755,1.2951,1.29265,1.2914299999999999,1.2902,131,614,605,311,2007-01-22 23:30:00,24.500000000000632,1
2007.01.25 00:00,2007.01.31 23:30,1.29677,1.30356,1.28807,1.30288,10028314,2005663,154.9,1.2959,1.2984,1.2916,68.0,1711,567,1058,0.54,4.39,21,12.2,1.0,1.3036,1.3017299999999998,1.29985,1.2961,1.29235,1.2904799999999998,1.2886,108,459,701,438,2007-01-31 23:30:00,-37.50000000000142,2
2007.02.01 00:00,2007.02.07 23:30,1.303,1.30615,1.29095,1.30071,10019367,2003873,152.0,1.3017,1.3038,1.2948,90.0,1529,326,1130,0.29,3.97,0,10.8,1.0,1.304,1.3024,1.3008,1.2976,1.2944,1.2928,1.2912,541,295,290,385,2007-02-07 23:30:00,-32.00000000000092,2
2007.02.02 00:00,2007.02.08 23:30,1.30192,1.30615,1.29095,1.30379,10030787,2006157,152.0,1.3015,1.304,1.2948,92.0,1529,290,1167,0.25,3.97,3,10.8,1.0,1.3042,1.3025799999999998,1.30095,1.2977,1.29445,1.29283,1.2912,458,383,291,385,2007-02-08 23:30:00,-32.49999999999975,2
2007.02.07 00:00,2007.02.13 23:30,1.29837,1.3045200000000001,1.2939,1.30352,10071437,2014287,106.2,1.3015,1.3032,1.2978,54.0,1581,430,1084,0.4,5.86,7,11.2,1.0,1.3044,1.3032,1.302,1.2996,1.2972,1.296,1.2948,326,623,368,257,2007-02-13 23:30:00,23.999999999999577,1
2007.02.16 00:00,2007.02.22 23:30,1.31377,1.31881,1.30796,1.3122200000000002,10062264,2012453,108.5,1.3135,1.3154,1.3122,32.0,1606,783,711,1.1,5.74,-11,11.4,1.0,1.3186,1.3172700000000002,1.31595,1.3133,1.31065,1.3093299999999999,1.308,118,882,490,113,2007-02-22 23:30:00,-26.500000000000412,2
2007.02.19 00:00,2007.02.23 23:30,1.31364,1.31881,1.30796,1.31627,10073056,2014611,108.5,1.3135,1.3158,1.3118,40.0,1604,851,672,1.27,5.73,-13,11.3,1.0,1.3186,1.3172700000000002,1.31595,1.3133,1.31065,1.3093299999999999,1.308,217,787,487,109,2007-02-23 23:30:00,-26.500000000000412,2
2007.02.20 00:00,2007.02.26 23:30,1.3151899999999999,1.31971,1.30796,1.31847,10046163,2009233,117.5,1.3139,1.317,1.3114,56.0,1588,782,742,1.05,5.29,-21,11.2,1.0,1.3194,1.31797,1.31655,1.3137,1.31085,1.3094299999999999,1.308,373,527,561,123,2007-02-26 23:30:00,-28.49999999999797,2
2007.03.06 00:00,2007.03.12 23:30,1.30866,1.31992,1.30782,1.3187200000000001,10003528,2000706,121.0,1.3111,1.3156,1.3098,58.0,1632,1233,338,3.65,5.35,49,11.7,1.0,1.3194,1.31795,1.3165,1.3136,1.3107,1.30925,1.3078,297,383,710,239,2007-03-12 23:30:00,-28.999999999999027,2
2007.03.07 00:00,2007.03.13 23:30,1.31251,1.32186,1.30864,1.31932,10014091,2002818,132.2,1.3125,1.3176,1.3108,68.0,1608,1181,379,3.12,4.8,23,11.5,1.0,1.322,1.3203799999999999,1.31875,1.3155,1.31225,1.3106200000000001,1.309,209,494,571,330,2007-03-13 23:30:00,32.49999999999975,1
2007.03.08 00:00,2007.03.14 23:30,1.3173700000000002,1.3244,1.30864,1.3218299999999998,10040474,2008095,157.6,1.3189,1.3202,1.3126,76.0,1662,403,1202,0.34,4.21,-4,11.9,1.0,1.3232,1.32142,1.31965,1.3161,1.31255,1.3107799999999998,1.309,245,697,426,279,2007-03-14 23:30:00,-35.49999999999942,2
2007.03.09 00:00,2007.03.15 23:30,1.31273,1.32507,1.30864,1.3233700000000002,10046912,2009382,164.3,1.3191,1.3236,1.3152,84.0,1652,674,920,0.73,3.98,12,11.8,1.0,1.3248,1.32282,1.32085,1.3169,1.31295,1.31098,1.309,430,655,295,265,2007-03-15 23:30:00,39.49999999999898,1
2007.03.26 00:00,2007.03.30 23:30,1.3280100000000001,1.33985,1.32534,1.3353,3593623,718725,145.1,1.3331,1.335,1.331,40.0,2099,905,1074,0.84,5.67,-9,15.6,1.0,1.338,1.33645,1.3349,1.3318,1.3287,1.32715,1.3256,253,1236,370,223,2007-03-30 23:30:00,-31.000000000001027,2
2007.03.29 00:00,2007.04.04 23:30,1.33107,1.33985,1.3288,1.3366,4840299,968060,110.5,1.3367,1.3372,1.3326,46.0,1407,188,1144,0.16,5.03,-1,9.9,1.0,1.3382,1.33705,1.3359,1.3336,1.3313,1.33015,1.329,433,408,431,120,2007-04-04 23:30:00,22.999999999999687,1
2007.04.05 00:00,2007.04.11 23:30,1.33665,1.3456,1.334,1.3431,4058063,811613,116.0,1.3425,1.3446,1.337,76.0,1202,267,861,0.31,4.14,-8,8.3,1.0,1.3448,1.3435,1.3422,1.3396,1.337,1.3357,1.3344,397,285,203,309,2007-04-11 23:30:00,25.999999999999357,1
2007.04.13 00:00,2007.04.19 23:30,1.34798,1.362,1.3479,1.3611,4530610,906122,141.0,1.3545,1.3594,1.3524,70.0,1587,964,578,1.67,4.47,7,11.5,1.0,1.3618,1.3600700000000001,1.35835,1.3549,1.35145,1.3497299999999999,1.348,445,478,537,124,2007-04-19 23:30:00,-34.49999999999953,2
2007.04.17 00:00,2007.04.23 23:30,1.3533,1.3637,1.3522399999999999,1.3576,4894848,978970,114.6,1.3587,1.3612,1.3564,48.0,1406,641,710,0.9,4.85,-15,10.0,1.0,1.3632,1.3618299999999999,1.36045,1.3577,1.35495,1.35358,1.3522,268,622,348,164,2007-04-23 23:30:00,27.500000000000302,1
2007.04.18 00:00,2007.04.24 23:30,1.3566,1.3643,1.354,1.3638,4948762,989752,103.0,1.3591,1.3614,1.357,44.0,1391,616,716,0.86,5.35,7,9.9,1.0,1.3638,1.36265,1.3615,1.3592,1.3569,1.35575,1.3546,154,460,546,224,2007-04-24 23:30:00,22.999999999999687,1
2007.04.20 00:00,2007.04.26 23:30,1.3611,1.3665,1.354,1.3599,4988018,997604,125.0,1.3639,1.3652,1.3582,70.0,1299,212,1042,0.2,4.12,-4,9.1,1.0,1.3662,1.36475,1.3633,1.3604,1.3575,1.35605,1.3546,351,316,374,253,2007-04-26 23:30:00,-29.000000000001247,2
2007.04.23 00:00,2007.04.27 23:30,1.35975,1.3682,1.354,1.3652,4919266,983853,142.0,1.3639,1.3656,1.3582,74.0,1356,297,1007,0.29,3.82,33,9.5,1.0,1.3672,1.36563,1.36405,1.3609,1.35775,1.35617,1.3546,293,366,409,278,2007-04-27 23:30:00,-31.49999999999986,2
2007.05.22 00:00,2007.05.28 23:30,1.3467200000000001,1.35004,1.34114,1.3448200000000001,3321379,664276,89.0,1.3451,1.346,1.343,30.0,1173,468,593,0.79,5.1,-24,7.8,1.0,1.3492,1.3482,1.3472,1.3452,1.3432,1.3422,1.3412,62,398,509,194,2007-05-28 23:30:00,20.000000000000018,1
2007.05.29 00:00,2007.06.04 23:30,1.34515,1.3518299999999999,1.33915,1.3488200000000001,3484271,696854,126.8,1.3445,1.3456,1.342,36.0,1244,570,597,0.95,3.83,11,8.4,1.0,1.351,1.3497,1.3484,1.3458,1.3432,1.3419,1.3406,118,159,692,252,2007-06-04 23:30:00,25.999999999999357,1
2007.06.11 00:00,2007.06.15 23:30,1.33671,1.33877,1.32621,1.33867,3067898,613580,125.6,1.3309,1.3346,1.3272,74.0,1267,754,445,1.69,4.02,2,8.6,1.0,1.3386,1.3370799999999998,1.33555,1.3325,1.32945,1.3279299999999998,1.3264,200,324,576,164,2007-06-15 23:30:00,30.49999999999997,1
2007.06.18 00:00,2007.06.22 23:30,1.33765,1.34683,1.33717,1.34676,3388538,677708,96.6,1.3425,1.343,1.3388,42.0,1185,231,897,0.26,4.74,48,7.8,1.0,1.3468,1.3456,1.3444,1.342,1.3396,1.3384,1.3372,84,306,441,351,2007-06-22 23:30:00,-23.999999999999577,2
2007.06.19 00:00,2007.06.25 23:30,1.34109,1.3471899999999999,1.33717,1.3461299999999998,2997110,599422,100.2,1.3425,1.3436,1.338,56.0,1178,448,674,0.66,4.62,34,7.8,1.0,1.3472,1.34595,1.3447,1.3422,1.3397,1.33845,1.3372,282,276,361,257,2007-06-25 23:30:00,-24.999999999999467,2
2007.06.21 00:00,2007.06.27 23:30,1.34028,1.34764,1.33717,1.34514,2979883,595977,104.7,1.3463,1.3472,1.342,52.0,1177,133,975,0.14,4.36,32,7.8,1.0,1.3474,1.3461299999999998,1.34485,1.3423,1.33975,1.33847,1.3372,490,333,116,234,2007-06-27 23:30:00,-25.499999999998302,2
2007.07.03 00:00,2007.07.09 23:30,1.3620299999999999,1.36574,1.3567799999999999,1.36253,2818134,563627,89.6,1.3621,1.3634,1.36,34.0,1153,307,751,0.41,5.01,-17,7.6,1.0,1.365,1.3641,1.3632,1.3614,1.3596,1.3587,1.3578,92,505,364,181,2007-07-09 23:30:00,18.000000000000238,1
2007.07.11 00:00,2007.07.17 23:30,1.37463,1.38103,1.37299,1.37805,3053854,610771,80.4,1.3783,1.3792,1.3758,34.0,1328,308,927,0.33,6.32,-4,9.0,1.0,1.3808,1.37983,1.37885,1.3769,1.37495,1.3739700000000001,1.373,154,719,280,171,2007-07-17 23:30:00,19.500000000001183,1
2007.07.16 00:00,2007.07.20 23:30,1.37837,1.38418,1.37565,1.3825100000000001,3183586,636717,85.3,1.3783,1.3808,1.377,38.0,1346,911,364,2.5,6.26,39,9.2,1.0,1.3836,1.38263,1.38165,1.3797,1.37775,1.37677,1.3758,185,399,575,180,2007-07-20 23:30:00,-19.499999999998963,2
2007.07.17 00:00,2007.07.23 23:30,1.37751,1.38452,1.37565,1.38046,3525988,705198,88.7,1.3807,1.3824,1.3782,42.0,1453,574,819,0.7,6.46,30,10.1,1.0,1.3844,1.38333,1.38225,1.3801,1.37795,1.37687,1.3758,241,561,495,153,2007-07-23 23:30:00,-21.500000000000963,2
2007.07.27 00:00,2007.08.02 23:30,1.37445,1.37539,1.36058,1.37001,4309083,861817,148.1,1.3663,1.3708,1.3646,62.0,2009,1207,728,1.66,5.36,-22,14.8,1.0,1.3752,1.37342,1.37165,1.3681,1.36455,1.3627799999999999,1.361,190,622,943,248,2007-08-02 23:30:00,35.49999999999942,1
2007.08.15 00:00,2007.08.21 23:30,1.3531,1.3546,1.33594,1.34645,4286202,857240,186.6,1.3473,1.3526,1.3424,102.0,2310,1027,1204,0.85,4.91,-53,17.3,1.0,1.3538,1.3518,1.3498,1.3458,1.3418,1.3398,1.3378,343,1075,383,489,2007-08-21 23:30:00,39.99999999999781,1
2007.08.16 00:00,2007.08.22 23:30,1.344,1.35503,1.33594,1.3540299999999998,4286694,857339,190.9,1.3487,1.352,1.342,100.0,2276,555,1647,0.34,4.69,-8,17.0,1.0,1.3546,1.3525,1.3504,1.3462,1.342,1.3399,1.3378,209,1099,413,536,2007-08-22 23:30:00,41.999999999999815,1
2007.08.17 00:00,2007.08.23 23:30,1.3424399999999999,1.35879,1.33691,1.35645,4293116,858623,218.8,1.3487,1.3544,1.3446,98.0,2127,933,1115,0.84,3.87,0,15.9,1.0,1.3588,1.3564,1.354,1.3492,1.3444,1.342,1.3396,376,432,1037,266,2007-08-23 23:30:00,47.999999999999154,1
