Start Time,End Time,Open,High,Low,Close,Vol,Vol-Avg,Range,POC,VA High,VA Low,VA Range,TPO T,TPO AB,TPO BL,SF,TFF,RF,VTY,Dist(s),Bracket UL,Bracket UO,Bracket UQ,Bracket MID,Bracket LQ,Bracket LO,Bracket LL,Q1 TPO,Q2 TPO,Q3 TPO,Q4 TPO,Dist#1 UL,Dist#1 LL,Dist#2 UL,Dist#2 LL,Dist#3 UL,Dist#3 LL,Dist#4 UL,Dist#4 LL,Dist#5 UL,Dist#5 LL
2003.05.07 00:00,2003.05.20 23:30,1.14297,1.17353,1.13006,1.17039,12732209,1273221,434.7,1.14930,1.15900,1.13640,226.0,5032,2816,2126,1.32,2.31,-14,19.3,1.00000,1.17220,1.16702,1.16185,1.15150,1.14115,1.13597,1.13080,1024,1105,1994,897,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.05.08 00:00,2003.05.21 23:30,1.13605,1.17437,1.13006,1.16716,12723870,1272387,443.1,1.14930,1.16520,1.13760,276.0,4984,3301,1598,2.07,2.25,-14,19.2,1.00000,1.17380,1.16843,1.16305,1.15230,1.14155,1.13617,1.13080,1450,973,2012,540,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.05.09 00:00,2003.05.22 23:30,1.14932,1.17437,1.13675,1.16908,12734764,1273476,376.2,1.14930,1.16680,1.14160,252.0,4942,3768,1096,3.44,2.61,-11,19.0,1.00000,1.17380,1.16922,1.16465,1.15550,1.14635,1.14178,1.13720,1642,812,1942,538,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.05.12 00:00,2003.05.23 23:30,1.14888,1.18363,1.13675,1.18236,12738012,1273801,468.8,1.16910,1.17360,1.15040,232.0,4881,1004,3805,0.26,2.07,13,18.7,3.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.18360,1.18200,1.18180,1.17680,1.17400,1.13720,0.00000,0.00000,0.00000,0.00000
2003.05.13 00:00,2003.05.26 23:30,1.15357,1.18744,1.13675,1.18660,12745933,1274593,506.9,1.16910,1.18744,1.15140,360.4,4712,1319,3319,0.40,1.85,0,18.0,4.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.18740,1.18420,1.18380,1.17680,1.17400,1.16060,1.15760,1.13720,0.00000,0.00000
2003.05.14 00:00,2003.05.27 23:30,1.15120,1.19286,1.13675,1.18258,12754034,1275403,561.1,1.16910,1.19060,1.16020,304.0,4641,1835,2730,0.67,1.65,-12,17.7,3.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.19180,1.17680,1.17400,1.16060,1.15760,1.13720,0.00000,0.00000,0.00000,0.00000
2003.05.15 00:00,2003.05.28 23:30,1.14913,1.19286,1.13675,1.17619,12752977,1275298,561.1,1.16910,1.18540,1.16220,232.0,4683,2352,2260,1.04,1.66,-4,17.9,3.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.19180,1.16060,1.15760,1.15240,1.14980,1.13720,0.00000,0.00000,0.00000,0.00000
2003.05.16 00:00,2003.05.29 23:30,1.13775,1.19286,1.13675,1.18803,12755472,1275547,561.1,1.16910,1.18200,1.16220,198.0,4821,2924,1810,1.62,1.71,27,18.4,3.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.19180,1.16060,1.15760,1.15240,1.14340,1.13720,0.00000,0.00000,0.00000,0.00000
2003.05.19 00:00,2003.05.30 23:30,1.16564,1.19286,1.15998,1.17661,12753482,1275348,328.8,1.16930,1.18140,1.16240,190.0,4895,3372,1453,2.32,2.95,5,18.5,1.00000,1.19180,1.18790,1.18400,1.17620,1.16840,1.16450,1.16060,931,1107,1632,1210,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.05.20 00:00,2003.06.02 23:30,1.16520,1.19286,1.15998,1.17443,12637249,1263725,328.8,1.17130,1.18160,1.16280,188.0,4901,2997,1832,1.64,2.95,30,18.7,1.00000,1.19180,1.18790,1.18400,1.17620,1.16840,1.16450,1.16060,931,1110,1820,1025,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.05.21 00:00,2003.06.03 23:30,1.16989,1.19286,1.16181,1.17361,12630126,1263013,310.5,1.17130,1.18240,1.16640,160.0,4848,3389,1379,2.46,3.11,21,18.5,1.00000,1.19180,1.18810,1.18440,1.17700,1.16960,1.16590,1.16220,887,1034,2014,902,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.05.22 00:00,2003.06.04 23:30,1.16654,1.19286,1.16181,1.16615,12636579,1263658,310.5,1.17490,1.18240,1.16640,160.0,4783,2432,2282,1.07,3.07,20,18.2,1.00000,1.19180,1.18810,1.18440,1.17700,1.16960,1.16590,1.16220,887,1034,1994,857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.05.23 00:00,2003.06.05 23:30,1.16877,1.19286,1.16273,1.18375,12641177,1264118,301.3,1.17490,1.18300,1.16640,166.0,4793,2640,2083,1.27,3.15,33,18.2,1.00000,1.19180,1.18820,1.18460,1.17740,1.17020,1.16660,1.16300,957,1098,1857,870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.05.26 00:00,2003.06.06 23:30,1.18200,1.19286,1.16273,1.16971,12644095,1264409,301.3,1.17490,1.18380,1.16640,174.0,4909,2743,2095,1.31,3.23,10,18.7,1.00000,1.19180,1.18820,1.18460,1.17740,1.17020,1.16660,1.16300,1056,1104,1975,763,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.05.27 00:00,2003.06.09 23:30,1.18600,1.19286,1.16273,1.17131,12640069,1264007,301.3,1.17490,1.18180,1.16360,182.0,5108,2517,2511,1.00,3.36,14,19.6,1.00000,1.19180,1.18820,1.18460,1.17740,1.17020,1.16660,1.16300,978,885,2282,952,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.05.28 00:00,2003.06.10 23:30,1.18191,1.19144,1.16273,1.16729,12637612,1263761,287.1,1.17150,1.17800,1.16660,114.0,4995,3284,1615,2.03,3.44,19,19.1,1.00000,1.19080,1.18732,1.18385,1.17690,1.16995,1.16648,1.16300,671,784,2572,959,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
