Start Time,End Time,Open,High,Low,Close,Vol,Vol-Avg,Range,POC,VA High,VA Low,VA Range,TPO T,TPO AB,TPO BL,SF,TFF,RF,VTY,Dist(s),Bracket UL,Bracket UO,Bracket UQ,Bracket MID,Bracket LQ,Bracket LO,Bracket LL,Q1 TPO,Q2 TPO,Q3 TPO,Q4 TPO,Dist#1 UL,Dist#1 LL,Dist#2 UL,Dist#2 LL,Dist#3 UL,Dist#3 LL,Dist#4 UL,Dist#4 LL,Dist#5 UL,Dist#5 LL
2003.05.23 00:00,2003.05.29 23:30,1.16877,1.19286,1.16635,1.18803,6381166,1276233,265.1,1.18110,1.19040,1.17520,152.0,2351,1082,1227,0.88,3.51,29,17.7,1.00000,1.19180,1.18863,1.18545,1.17910,1.17275,1.16958,1.16640,557,737,737,309,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.05.26 00:00,2003.05.30 23:30,1.18200,1.19286,1.16909,1.17661,6377049,1275410,237.7,1.18670,1.19120,1.17680,144.0,2431,575,1811,0.32,4.05,6,18.3,1.00000,1.19180,1.18905,1.18630,1.18080,1.17530,1.17255,1.16980,681,760,556,418,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.05.27 00:00,2003.06.02 23:30,1.18600,1.19286,1.16504,1.17443,6258967,1251793,278.2,1.17590,1.18480,1.16620,186.0,2676,1552,1075,1.44,3.82,19,20.7,1.00000,1.19180,1.18860,1.18540,1.17900,1.17260,1.16940,1.16620,726,502,881,549,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.05.28 00:00,2003.06.03 23:30,1.18191,1.19144,1.16504,1.17361,6257980,1251596,264.0,1.17490,1.17860,1.16700,116.0,2614,1375,1173,1.17,3.93,21,20.2,1.00000,1.19080,1.18773,1.18465,1.17850,1.17235,1.16928,1.16620,339,401,1252,606,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.05.29 00:00,2003.06.04 23:30,1.17587,1.19144,1.16504,1.16615,6257689,1251538,264.0,1.17490,1.17700,1.16760,94.0,2517,1028,1435,0.72,3.78,7,19.4,1.00000,1.19080,1.18770,1.18460,1.17840,1.17220,1.16910,1.16600,339,208,1086,870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.05.30 00:00,2003.06.05 23:30,1.18757,1.19144,1.16273,1.18375,6260011,1252002,287.1,1.17230,1.17800,1.16560,124.0,2442,1313,1081,1.21,3.37,4,18.7,1.00000,1.19080,1.18732,1.18385,1.17690,1.16995,1.16648,1.16300,373,287,1159,614,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.06.02 00:00,2003.06.06 23:30,1.17079,1.18850,1.16273,1.16971,6267046,1253409,257.7,1.17130,1.17660,1.16640,102.0,2478,1439,979,1.47,3.81,4,18.9,1.00000,1.18780,1.18470,1.18160,1.17540,1.16920,1.16610,1.16300,416,234,1280,542,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.06.03 00:00,2003.06.09 23:30,1.17426,1.18850,1.16273,1.17131,6381102,1276220,257.7,1.17030,1.17720,1.16660,106.0,2432,1704,672,2.54,3.74,-5,18.5,1.00000,1.18780,1.18470,1.18160,1.17540,1.16920,1.16610,1.16300,416,288,1270,452,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.06.04 00:00,2003.06.10 23:30,1.17295,1.18850,1.16273,1.16729,6379632,1275926,257.7,1.16990,1.17640,1.16560,108.0,2381,1615,701,2.30,3.66,-2,18.0,1.00000,1.18780,1.18470,1.18160,1.17540,1.16920,1.16610,1.16300,416,184,1222,553,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.06.05 00:00,2003.06.11 23:30,1.16565,1.18850,1.16273,1.17391,6367683,1273537,257.7,1.17090,1.17700,1.16620,108.0,2408,1372,976,1.41,3.70,24,18.2,1.00000,1.18780,1.18470,1.18160,1.17540,1.16920,1.16610,1.16300,416,272,1101,613,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.06.06 00:00,2003.06.12 23:30,1.18319,1.18772,1.16548,1.17608,6354161,1270832,222.4,1.17130,1.17680,1.16840,84.0,2352,1469,822,1.79,4.20,23,17.8,2.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.18680,1.18140,1.18040,1.16600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.06.09 00:00,2003.06.13 23:30,1.16870,1.18758,1.16548,1.18600,6354757,1270951,221.0,1.17610,1.17740,1.16940,80.0,2227,517,1634,0.32,4.01,47,16.7,2.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.18720,1.18520,1.18120,1.16600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.06.10 00:00,2003.06.16 23:30,1.17076,1.19263,1.16571,1.18326,6351843,1270369,269.2,1.17610,1.17820,1.16660,116.0,2150,915,1171,0.78,3.16,42,16.1,2.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.19200,1.18220,1.18120,1.16620,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.06.11 00:00,2003.06.17 23:30,1.16676,1.19263,1.16571,1.17907,6347847,1269569,269.2,1.17610,1.18640,1.17360,128.0,2181,1352,766,1.77,3.21,45,16.4,1.00000,1.19200,1.18877,1.18555,1.17910,1.17265,1.16943,1.16620,384,572,922,292,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.06.12 00:00,2003.06.18 23:30,1.17359,1.19263,1.16604,1.16853,6349331,1269866,265.9,1.17610,1.18600,1.17360,124.0,2175,1472,647,2.28,3.25,25,16.3,1.00000,1.19200,1.18885,1.18570,1.17940,1.17310,1.16995,1.16680,368,573,958,264,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.06.13 00:00,2003.06.19 23:30,1.17582,1.19263,1.15826,1.17173,6348939,1269788,343.7,1.17610,1.19020,1.17020,200.0,2338,1333,970,1.37,2.70,5,17.7,1.00000,1.19200,1.18795,1.18390,1.17580,1.16770,1.16365,1.15960,538,847,506,429,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.06.16 00:00,2003.06.20 23:30,1.18624,1.19263,1.15501,1.16010,6340787,1268157,376.2,1.16830,1.18120,1.15540,258.0,2417,1605,781,2.06,2.56,-27,18.4,2.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.19200,1.17460,1.17420,1.15540,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.06.17 00:00,2003.06.23 23:30,1.18316,1.18652,1.15069,1.15399,6336585,1267317,358.3,1.16830,1.17320,1.15320,200.0,2469,1166,1269,0.92,2.74,-34,18.9,2.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.18600,1.17460,1.17420,1.15140,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.06.18 00:00,2003.06.24 23:30,1.17844,1.18016,1.14750,1.15141,6352218,1270444,326.6,1.15450,1.16940,1.15200,174.0,2421,2045,334,6.12,2.95,-36,18.5,2.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.18000,1.17460,1.17420,1.14800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.06.19 00:00,2003.06.25 23:30,1.16770,1.17372,1.14750,1.15368,6361333,1272267,262.2,1.15450,1.16380,1.14960,142.0,2446,1780,619,2.88,3.71,-22,18.7,1.00000,1.17340,1.17023,1.16705,1.16070,1.15435,1.15118,1.14800,448,508,908,573,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.06.20 00:00,2003.06.26 23:30,1.17130,1.17333,1.14125,1.14151,6364288,1272858,320.8,1.15450,1.15980,1.14880,110.0,2269,1177,1042,1.13,2.82,-28,17.2,2.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.17300,1.16720,1.16560,1.14160,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.06.23 00:00,2003.06.27 23:30,1.15955,1.16205,1.13984,1.14224,6364732,1272946,222.1,1.15450,1.16000,1.14800,120.0,2171,669,1447,0.46,3.88,-8,16.3,1.00000,1.16040,1.15790,1.15540,1.15040,1.14540,1.14290,1.14040,500,859,240,555,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.06.24 00:00,2003.06.30 23:30,1.15374,1.16205,1.13964,1.15086,6376988,1275398,224.1,1.14290,1.15280,1.14040,124.0,2074,1597,413,3.87,3.67,22,15.6,1.00000,1.16040,1.15785,1.15530,1.15020,1.14510,1.14255,1.14000,255,652,338,814,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.06.25 00:00,2003.07.01 23:30,1.15118,1.16205,1.13964,1.15578,6370955,1274191,224.1,1.14290,1.15260,1.14040,122.0,2105,1628,413,3.94,3.73,21,15.9,1.00000,1.16080,1.15820,1.15560,1.15040,1.14520,1.14260,1.14000,259,711,298,826,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.06.26 00:00,2003.07.02 23:30,1.15379,1.16069,1.13964,1.15366,6363349,1272670,210.5,1.14290,1.15300,1.14040,126.0,2000,1523,413,3.69,3.77,17,14.9,1.00000,1.15960,1.15715,1.15470,1.14980,1.14490,1.14245,1.14000,269,694,230,798,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.06.27 00:00,2003.07.03 23:30,1.14145,1.16069,1.13964,1.14915,6370124,1274025,210.5,1.14230,1.15260,1.14020,124.0,2028,1735,237,7.32,3.83,15,15.2,1.00000,1.15960,1.15715,1.15470,1.14980,1.14490,1.14245,1.14000,266,756,333,664,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.06.30 00:00,2003.07.04 23:30,1.14238,1.16069,1.13964,1.14862,6379964,1275993,210.5,1.15170,1.15620,1.14660,96.0,1928,759,1109,0.68,3.64,5,14.3,1.00000,1.15960,1.15728,1.15495,1.15030,1.14565,1.14332,1.14100,243,749,589,333,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.07.01 00:00,2003.07.07 23:30,1.15084,1.16069,1.13122,1.13222,6373836,1274767,294.7,1.15170,1.15620,1.14620,100.0,1925,759,1111,0.68,2.60,-32,14.3,2.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.15960,1.14080,1.13860,1.13140,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.07.02 00:00,2003.07.08 23:30,1.15549,1.15668,1.12577,1.13121,6357150,1271430,309.1,1.14650,1.15660,1.13480,218.0,1999,994,965,1.03,2.56,-35,14.9,2.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.15660,1.14080,1.13860,1.12620,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.07.03 00:00,2003.07.09 23:30,1.15345,1.15424,1.12577,1.13451,6367828,1273566,284.7,1.13170,1.14700,1.12600,210.0,1997,1564,375,4.17,2.77,-31,14.8,2.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.15400,1.14080,1.13860,1.12620,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.07.04 00:00,2003.07.10 23:30,1.14865,1.14999,1.12577,1.13861,6358765,1271753,242.2,1.13230,1.13800,1.12700,110.0,1971,1350,556,2.43,3.23,-5,14.6,3.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.14960,1.14460,1.14300,1.14080,1.13920,1.12620,0.00000,0.00000,0.00000,0.00000
2003.07.07 00:00,2003.07.11 23:30,1.14800,1.14854,1.12577,1.12960,6342121,1268424,227.7,1.13230,1.13560,1.12960,60.0,2084,1197,808,1.48,3.62,-17,15.5,4.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.14820,1.14720,1.14700,1.14460,1.14300,1.14080,1.13920,1.12620,0.00000,0.00000
2003.07.08 00:00,2003.07.14 23:30,1.13177,1.13914,1.12410,1.12749,6338743,1267749,150.4,1.13230,1.13480,1.12840,64.0,2072,836,1162,0.72,5.45,-2,15.4,1.00000,1.13900,1.13725,1.13550,1.13200,1.12850,1.12675,1.12500,177,793,747,347,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.07.09 00:00,2003.07.15 23:30,1.13107,1.13914,1.11550,1.11828,6347800,1269560,236.4,1.13230,1.13520,1.12740,78.0,2054,777,1216,0.64,3.45,-2,15.3,2.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.13900,1.12360,1.11960,1.11680,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.07.10 00:00,2003.07.16 23:30,1.13409,1.13914,1.11113,1.12038,6342466,1268493,280.1,1.12750,1.13860,1.12380,148.0,2219,1265,910,1.39,3.15,-4,16.8,2.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.13900,1.12360,1.12340,1.11220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.07.11 00:00,2003.07.17 23:30,1.13807,1.13887,1.11113,1.12049,6341544,1268309,277.4,1.12750,1.13400,1.11900,150.0,2262,831,1383,0.60,3.23,-6,17.1,2.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.13860,1.13700,1.13620,1.11220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.07.14 00:00,2003.07.18 23:30,1.12864,1.13358,1.11113,1.12716,6354383,1270877,224.5,1.12110,1.12680,1.11340,134.0,2339,1341,947,1.42,4.14,14,17.8,1.00000,1.13340,1.13075,1.12810,1.12280,1.11750,1.11485,1.11220,397,653,852,428,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.07.15 00:00,2003.07.21 23:30,1.12707,1.13526,1.11113,1.13465,6356526,1271305,241.3,1.12110,1.12720,1.11340,138.0,2399,1400,947,1.48,3.93,23,18.2,1.00000,1.13500,1.13215,1.12930,1.12360,1.11790,1.11505,1.11220,294,686,932,477,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.07.16 00:00,2003.07.22 23:30,1.11775,1.13713,1.11113,1.13285,6343387,1268677,260.0,1.12110,1.12840,1.11340,150.0,2295,1391,855,1.63,3.50,43,17.6,1.00000,1.13680,1.13373,1.13065,1.12450,1.11835,1.11528,1.11220,485,442,879,478,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.07.17 00:00,2003.07.23 23:30,1.12049,1.14882,1.11556,1.14724,6343228,1268646,332.6,1.13270,1.13720,1.12120,160.0,2181,660,1478,0.45,2.60,59,16.5,3.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.14840,1.14580,1.14160,1.13900,1.13880,1.11560,0.00000,0.00000,0.00000,0.00000
2003.07.18 00:00,2003.07.24 23:30,1.11975,1.15091,1.11701,1.14665,6345706,1269141,339.0,1.13270,1.13880,1.11780,210.0,2156,1111,1002,1.11,2.54,53,16.4,3.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.15060,1.14240,1.14160,1.13900,1.13880,1.11780,0.00000,0.00000,0.00000,0.00000
2003.07.21 00:00,2003.07.25 23:30,1.12615,1.15477,1.12401,1.15049,6345975,1269195,307.6,1.14750,1.15400,1.13320,208.0,2085,452,1583,0.29,2.71,60,15.8,3.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.15380,1.14240,1.14160,1.13900,1.13880,1.12440,0.00000,0.00000,0.00000,0.00000
2003.07.22 00:00,2003.07.28 23:30,1.13391,1.15477,1.13044,1.14879,6350262,1270052,243.3,1.14710,1.15400,1.14060,134.0,2108,909,1127,0.81,3.46,55,15.9,3.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.15380,1.14240,1.14160,1.13900,1.13880,1.13080,0.00000,0.00000,0.00000,0.00000
2003.07.23 00:00,2003.07.29 23:30,1.13197,1.15477,1.13119,1.14559,6371399,1274280,235.8,1.14710,1.15080,1.14560,52.0,2158,1245,827,1.51,3.63,27,16.2,3.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.15380,1.14240,1.14160,1.13900,1.13880,1.13160,0.00000,0.00000,0.00000,0.00000
2003.07.24 00:00,2003.07.30 23:30,1.14765,1.15477,1.13338,1.13396,6362567,1272513,213.9,1.14710,1.15120,1.14540,58.0,2141,1205,858,1.40,3.96,5,16.0,2.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.15380,1.13820,1.13780,1.13480,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.07.25 00:00,2003.07.31 23:30,1.14679,1.15477,1.12222,1.12398,6360553,1272111,325.5,1.14890,1.15340,1.14240,110.0,2118,550,1509,0.36,2.60,-23,15.8,3.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.15380,1.13820,1.13780,1.12780,1.12600,1.12240,0.00000,0.00000,0.00000,0.00000
2003.07.28 00:00,2003.08.01 22:30,1.15014,1.15365,1.11338,1.12531,6299202,1259840,402.7,1.14890,1.15300,1.12980,232.0,2179,377,1747,0.22,2.15,-35,16.4,3.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.15260,1.13820,1.13780,1.12780,1.12720,1.11500,0.00000,0.00000,0.00000,0.00000
2003.07.29 00:00,2003.08.04 23:30,1.14877,1.15365,1.11338,1.13540,6295088,1259018,402.7,1.12330,1.14220,1.11440,278.0,2090,1714,336,5.10,2.06,-25,15.9,2.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.15260,1.13820,1.13780,1.11500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.07.30 00:00,2003.08.05 23:30,1.14502,1.14600,1.11338,1.13863,6299144,1259829,326.2,1.13510,1.13760,1.12300,146.0,2059,587,1417,0.41,2.51,-16,15.6,1.00000,1.14520,1.14142,1.13765,1.13010,1.12255,1.11878,1.11500,294,937,553,258,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.07.31 00:00,2003.08.06 23:30,1.13367,1.14250,1.11338,1.13291,6305855,1261171,291.2,1.13490,1.14100,1.12620,148.0,2048,575,1416,0.41,2.79,-25,15.6,1.00000,1.14160,1.13827,1.13495,1.12830,1.12165,1.11833,1.11500,619,688,489,235,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.08.01 00:00,2003.08.07 23:30,1.12350,1.14250,1.11338,1.13702,6312160,1262432,291.2,1.13510,1.14160,1.12760,140.0,2012,717,1239,0.58,2.74,-7,15.2,2.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.14160,1.12880,1.12860,1.11500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.08.04 00:00,2003.08.08 23:30,1.12773,1.14250,1.12564,1.13053,6356473,1271295,168.6,1.13530,1.13940,1.13220,72.0,1899,793,1048,0.76,4.47,-12,14.0,1.00000,1.14160,1.13962,1.13765,1.13370,1.12975,1.12777,1.12580,341,868,517,165,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.08.05 00:00,2003.08.11 23:30,1.13543,1.14250,1.12615,1.13552,6327004,1265401,163.5,1.13570,1.13880,1.13200,68.0,1847,699,1090,0.64,4.45,-16,14.0,1.00000,1.14160,1.13970,1.13780,1.13400,1.13020,1.12830,1.12640,320,795,515,208,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.08.06 00:00,2003.08.12 23:30,1.13797,1.14250,1.12615,1.12800,6382811,1276562,163.5,1.13570,1.14020,1.13200,82.0,1831,677,1091,0.62,4.41,-27,13.8,1.00000,1.14160,1.13970,1.13780,1.13400,1.13020,1.12830,1.12640,304,718,504,296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.08.07 00:00,2003.08.13 23:30,1.13245,1.14138,1.12169,1.13190,6467227,1293445,196.9,1.13570,1.13780,1.12860,92.0,1856,381,1416,0.27,3.75,-6,14.0,2.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.14060,1.12360,1.12340,1.12260,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.08.08 00:00,2003.08.14 23:30,1.13646,1.13817,1.12169,1.12547,6528896,1305779,164.8,1.13130,1.13340,1.12440,90.0,1901,816,1037,0.79,4.58,-25,14.4,1.00000,1.13800,1.13602,1.13405,1.13010,1.12615,1.12418,1.12220,415,643,593,245,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2003.08.11 03:00,2003.08.15 23:30,1.12882,1.13788,1.12169,1.12633,6569335,1313867,161.9,1.12570,1.13160,1.12400,76.0,1925,1517,344,4.41,4.70,-34,14.6,2.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,1.13720,1.13440,1.13380,1.12220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
